                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    127,                0.00216,                0.99505,                      1,                0.31738,             0.00012024,             0.00012024,             0.00012024
                    128,                0.00455,                0.99505,                      1,                0.31728,             0.00011553,             0.00011553,             0.00011553
                    129,                0.00208,                0.99505,                      1,                0.31709,             0.00011081,             0.00011081,             0.00011081
                    130,                0.01965,                0.99505,                      1,                0.31706,              0.0001061,              0.0001061,              0.0001061
                    131,                0.00443,                0.99505,                      1,                0.31701,             0.00010139,             0.00010139,             0.00010139
                    132,                 0.0029,                0.99505,                      1,                0.31714,             9.6676e-05,             9.6676e-05,             9.6676e-05
                    133,                0.00388,                0.99505,                      1,                 0.3173,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    134,                0.00746,                0.99505,                      1,                0.31743,             8.7251e-05,             8.7251e-05,             8.7251e-05
                    135,                0.00926,                0.99505,                      1,                0.31736,             8.2538e-05,             8.2538e-05,             8.2538e-05
                    136,                0.00286,                0.99505,                      1,                 0.3173,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    137,                0.00378,                0.99505,                      1,                0.31718,             7.3114e-05,             7.3114e-05,             7.3114e-05
                    138,                0.00137,                0.99505,                      1,                0.31765,             6.8401e-05,             6.8401e-05,             6.8401e-05
                    139,                0.00641,                0.99505,                      1,                0.31739,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    140,                0.00791,                0.99505,                      1,                0.31824,             5.8976e-05,             5.8976e-05,             5.8976e-05
                    141,                0.01662,                0.99505,                      1,                0.31761,             5.4264e-05,             5.4264e-05,             5.4264e-05
                    142,                0.00199,                0.99505,                      1,                0.31743,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    143,                0.00214,                0.99505,                      1,                0.31777,             4.4839e-05,             4.4839e-05,             4.4839e-05
                    144,                0.00666,                0.99505,                      1,                0.31751,             4.0127e-05,             4.0127e-05,             4.0127e-05
                    145,                0.00757,                0.99505,                      1,                0.31741,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    146,                0.00139,                0.99505,                      1,                0.31756,             3.0702e-05,             3.0702e-05,             3.0702e-05
                    147,                0.00173,                0.99505,                      1,                0.31774,              2.599e-05,              2.599e-05,              2.599e-05
                    148,                0.00154,                0.99505,                      1,                 0.3175,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    149,                0.00304,                0.99505,                      1,                 0.3182,             1.6565e-05,             1.6565e-05,             1.6565e-05
                    150,                0.00624,                0.99505,                      1,                0.31751,             1.1852e-05,             1.1852e-05,             1.1852e-05
